1743249571,301035856,0.0
1743249573,917858496,0.7496
1743249575,412037584,0.7644
1743249577,965345192,0.8229
1743249579,622967968,0.8275
1743249581,655430352,0.824
1743249583,441762528,0.8202
1743249585,906268456,0.8072
1743249587,955990288,0.824
1743249589,579718712,0.8143
1743249591,997003096,0.8116
1743249593,561251440,0.804
1743249595,640967640,0.808
1743249597,997216352,0.8106
1743249599,832637560,0.7923
1743249601,464148864,0.8061
1743249603,706129688,0.7854
1743249605,375504968,0.7778
1743249606,1008257904,0.7854
1743249608,368890424,0.7756
1743249610,151768744,0.728
1743249612,140381264,0.7783
1743249613,234787216,0.6157
1743249615,501281080,0.5805
1743249616,501291672,0.6851
1743249618,141452776,0.5209
1743249619,834581472,0.6057
1743249620,707654720,0.5685
1743249622,844998800,0.3838
1743249623,395180240,0.3874
1743249624,984455624,0.3831
1743249626,602802416,0.3908
1743249627,314438352,0.3753
1743249628,938324128,0.3819
1743249630,975020160,0.3832
